"","ID","trial","trans","acc_et","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","similar","acc"
"772","74","12",3,0,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar",1
"773","75","12",1,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Pig","1","Left","PigDuck ","similar",2
"774","76","12",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"775","78","12",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"776","79","12",0,0,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Duck","1","Left","PigDuck ","similar",1
"777","80","12",1,0,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"778","81","12",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Spoon","1","Left","SpoonFork","similar",2
"779","83","12",1,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Pig","1","Left","PigDuck ","similar",2
"780","86","12",1,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"781","87","12",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Duck","1","Right","PigDuck ","similar",2
"782","88","12",0,0,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"783","89","12",0,0,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Spoon","1","Right","SpoonFork","similar",1
"784","90","12",0,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"785","91","12",1,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Pig","1","Left","PigDuck ","similar",2
"786","92","12",2,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"787","93","12",1,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Fork","1","Right","SpoonFork","similar",2
"788","94","12",2,0,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Doll","1","Left","Teddy BearDoll","similar",1
"789","95","12",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"790","97","12",0,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"791","98","12",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Spoon","1","Left","SpoonFork","similar",2
"792","101","12",1,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"793","103","12",2,0,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Doll","1","Left","Teddy BearDoll","similar",1
"794","106","12",1,0,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar",1
"795","107","12",1,0,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Pig","1","Right","PigDuck ","similar",1
"796","108","12",2,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"797","109","12",0,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Spoon","1","Right","SpoonFork","similar",1
"798","110","12",2,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"799","111","12",1,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Duck","1","Right","PigDuck ","similar",2
"800","112","12",1,0,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"801","114","12",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"802","115","12",1,0,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Pig","1","Right","PigDuck ","similar",1
"803","116","12",0,0,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Ice_Cream","1","Right","Ice creamBroccoli","similar",1
"804","117","12",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Fork","1","Right","SpoonFork","similar",2
"805","118","12",0,0,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Doll","1","Left","Teddy BearDoll","similar",1
"806","123","12",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Pig","1","Left","PigDuck ","similar",2
"807","122","13",0,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"808","34","13",1,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"809","35","13",0,0,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"TV","1","Right","TVFork","dissimilar",1
"810","36","13",2,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"811","37","13",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"812","38","13",0,0,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Strawberry","1","Left","BunnyStrawberry","dissimilar",1
"813","39","13",0,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Fork","1","Right","TVFork","dissimilar",2
"814","41","13",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"815","42","13",2,0,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"816","43","13",2,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"TV","1","Left","TVFork","dissimilar",2
"817","44","13",0,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"818","45","13",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"819","46","13",1,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"820","48","13",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"821","49","13",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"822","50","13",0,0,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"823","51","13",0,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"TV","1","Left","TVFork","dissimilar",2
"824","52","13",0,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"825","54","13",1,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"826","55","13",1,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Fork","1","Right","TVFork","dissimilar",2
"827","56","13",1,0,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Crayon","1","Left","Teddy Bearcrayon","dissimilar",1
"828","57","13",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"829","58","13",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"830","59","13",0,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"TV","1","Left","TVFork","dissimilar",2
"831","62","13",6,0,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Strawberry","1","Left","BunnyStrawberry","dissimilar",1
"832","63","13",2,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Fork","1","Right","TVFork","dissimilar",2
"833","64","13",3,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"834","65","13",0,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"835","66","13",2,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"836","67","13",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"TV","1","Left","TVFork","dissimilar",2
"837","68","13",2,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"838","69","13",1,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"839","71","13",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Fork","1","Right","TVFork","dissimilar",2
"840","72","13",2,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"841","73","13",0,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"842","74","13",3,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"843","75","13",1,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"TV","1","Left","TVFork","dissimilar",2
"844","76","13",1,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"845","78","13",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"846","79","13",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Fork","1","Right","TVFork","dissimilar",2
"847","80","13",1,0,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Crayon","1","Left","Teddy Bearcrayon","dissimilar",1
"848","81","13",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"849","83","13",1,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"TV","1","Left","TVFork","dissimilar",2
"850","86","13",1,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"851","87","13",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Fork","1","Right","TVFork","dissimilar",2
"852","88","13",1,1,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"853","90","13",2,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"854","91","13",4,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"TV","1","Left","TVFork","dissimilar",2
"855","92","13",0,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"856","93","13",4,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"857","94","13",1,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"858","95","13",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"859","97","13",0,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"860","98","13",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"861","101","13",1,0,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Teddy_Bear","1","Right","Teddy Bearcrayon","dissimilar",1
"862","106","13",1,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"863","107","13",0,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"TV","1","Left","TVFork","dissimilar",2
"864","108","13",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"865","109","13",0,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Mouse","1","Right","MouseRefrigerator ","dissimilar",1
"866","110","13",0,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"867","111","13",2,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Fork","1","Right","TVFork","dissimilar",2
"868","112","13",2,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"869","114","13",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"870","115","13",3,1,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"TV","1","Left","TVFork","dissimilar",2
"871","116","13",0,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"872","117","13",0,0,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Refrigerator","1","Left","MouseRefrigerator ","dissimilar",1
"873","118","13",0,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"874","123","13",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"TV","1","Left","TVFork","dissimilar",2
"875","122","14",0,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"876","34","14",0,0,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Crayon","1","Left","Bottlecrayon","similar",1
"877","35","14",1,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"878","36","14",2,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Dog","1","Right","BunnyDog","similar",2
"879","37","14",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"TV","1","Right","TVBread","similar",1
"880","38","14",2,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"881","39","14",0,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"882","41","14",0,0,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Bread","1","Left","TVBread","similar",1
"883","42","14",0,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"884","43","14",0,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"885","44","14",1,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Dog","1","Right","BunnyDog","similar",2
"886","45","14",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"TV","1","Left","TVBread","similar",2
"887","46","14",0,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"888","48","14",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Bunny","1","Left","BunnyDog","similar",2
"889","49","14",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Bread","1","Right","TVBread","similar",2
"890","50","14",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"891","51","14",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"892","52","14",0,0,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Dog","1","Left","BunnyDog","similar",1
"893","53","14",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"TV","1","Left","TVBread","similar",2
"894","54","14",0,0,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Bottle","1","Right","Bottlecrayon","similar",1
"895","55","14",1,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"896","56","14",2,0,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Bunny","1","Right","BunnyDog","similar",1
"897","59","14",2,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"898","62","14",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"899","63","14",2,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"900","64","14",2,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Bunny","1","Left","BunnyDog","similar",2
"901","65","14",0,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Bread","1","Right","TVBread","similar",2
"902","66","14",0,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"903","67","14",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"904","68","14",1,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Dog","1","Right","BunnyDog","similar",2
"905","69","14",1,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"TV","1","Left","TVBread","similar",2
"906","72","14",1,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Bunny","1","Left","BunnyDog","similar",2
"907","73","14",0,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Bread","1","Right","TVBread","similar",2
"908","74","14",0,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"909","75","14",0,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"910","76","14",2,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Dog","1","Right","BunnyDog","similar",2
"911","78","14",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"912","79","14",3,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"913","80","14",0,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Bunny","1","Left","BunnyDog","similar",2
"914","81","14",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Bread","1","Right","TVBread","similar",2
"915","83","14",0,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"916","86","14",2,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"917","87","14",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"918","88","14",1,1,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Bunny","1","Left","BunnyDog","similar",2
"919","89","14",0,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Bread","1","Right","TVBread","similar",2
"920","90","14",3,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"921","91","14",2,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"922","92","14",1,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Dog","1","Right","BunnyDog","similar",2
"923","93","14",2,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"TV","1","Left","TVBread","similar",2
"924","94","14",3,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"925","95","14",0,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"926","97","14",0,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Bunny","1","Left","BunnyDog","similar",2
"927","98","14",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Bread","1","Right","TVBread","similar",2
"928","101","14",2,0,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Dog","1","Left","BunnyDog","similar",1
"929","103","14",0,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"930","106","14",2,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"931","107","14",1,0,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Butterfly","1","Left","FlowersButterfly","similar",1
"932","108","14",2,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Dog","1","Right","BunnyDog","similar",2
"933","109","14",0,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Bread","1","Left","TVBread","similar",1
"934","110","14",1,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"935","111","14",3,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Flowers","1","Left","FlowersButterfly","similar",2
"936","112","14",1,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Bunny","1","Left","BunnyDog","similar",2
"937","114","14",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Crayon","1","Right","Bottlecrayon","similar",2
"938","115","14",0,0,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Butterfly","1","Left","FlowersButterfly","similar",1
"939","116","14",0,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Dog","1","Right","BunnyDog","similar",2
"940","117","14",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"TV","1","Left","TVBread","similar",2
"941","118","14",1,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Bottle","1","Left","Bottlecrayon","similar",2
"942","123","14",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"943","122","15",2,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Egg","1","Left","EggPillow","similar",2
"944","34","15",0,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Egg","1","Left","EggPillow","similar",2
"945","35","15",1,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Mouse","1","Left","MouseCat","similar",2
"946","36","15",0,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Apple","1","Left","AppleStrawberry","similar",2
"947","37","15",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Ball","1","Right","OrangeBall","similar",2
"948","38","15",2,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Pillow","1","Right","EggPillow","similar",2
"949","39","15",0,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Cat","1","Right","MouseCat","similar",2
"950","41","15",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Orange","1","Left","OrangeBall","similar",2
"951","42","15",2,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Egg","1","Left","EggPillow","similar",2
"952","43","15",6,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Mouse","1","Left","MouseCat","similar",2
"953","44","15",3,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Apple","1","Left","AppleStrawberry","similar",2
"954","45","15",0,0,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Ball","1","Left","OrangeBall","similar",1
"955","46","15",1,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Pillow","1","Right","EggPillow","similar",2
"956","48","15",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Strawberry","1","Right","AppleStrawberry","similar",2
"957","49","15",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Orange","1","Left","OrangeBall","similar",2
"958","50","15",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Egg","1","Left","EggPillow","similar",2
"959","51","15",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Mouse","1","Left","MouseCat","similar",2
"960","52","15",2,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Apple","1","Left","AppleStrawberry","similar",2
"961","53","15",3,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Ball","1","Right","OrangeBall","similar",2
"962","54","15",0,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Pillow","1","Right","EggPillow","similar",2
"963","55","15",1,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Cat","1","Right","MouseCat","similar",2
